0	1	0	48	0	0	48
10	5	5	43	0	0	43
20	1	6	42	5	0	47
30	1	7	41	6	0	47
40	3	10	38	7	0	45
50	7	17	31	10	0	41
60	7	24	24	17	0	41
70	5	29	19	24	0	43
80	1	30	18	29	0	47
90	1	31	17	30	0	47
100	0	31	17	31	0	48
110	0	31	17	31	0	48
120	0	31	17	31	0	48
130	0	31	17	31	0	48
140	0	31	17	31	0	48
150	0	31	17	31	0	48
160	0	31	17	31	0	48
170	0	31	17	31	0	48
180	0	31	17	31	0	48
