0	1	0	48	0	0	48
10	4	4	44	0	0	44
20	0	4	44	4	0	48
30	1	5	43	4	0	47
40	1	6	42	5	0	47
50	7	13	35	6	0	41
60	7	20	28	13	0	41
70	8	28	20	20	0	40
80	1	29	19	28	0	47
90	0	29	19	29	0	48
100	0	29	19	29	0	48
110	0	29	19	29	0	48
120	0	29	19	29	0	48
130	0	29	19	29	0	48
140	0	29	19	29	0	48
150	0	29	19	29	0	48
160	0	29	19	29	0	48
170	0	29	19	29	0	48
180	0	29	19	29	0	48
