0	1	0	48	0	0	48
10	4	4	44	0	0	44
20	0	4	44	4	0	48
30	1	5	43	4	0	47
40	1	6	42	5	0	47
50	7	13	35	6	0	41
60	7	20	28	13	0	41
70	5	25	23	20	0	43
80	1	26	22	25	0	47
90	0	26	22	26	0	48
100	0	26	22	26	0	48
110	0	26	22	26	0	48
120	0	26	22	26	0	48
130	0	26	22	26	0	48
140	0	26	22	26	0	48
150	0	26	22	26	0	48
160	0	26	22	26	0	48
170	0	26	22	26	0	48
180	0	26	22	26	0	48
